date,open,high,low,close,volume
2017-10-06,70.62,72.02,70.45,71.38,21487370
2017-10-09,69.93,70.35,68.53,68.59,37468270
2017-10-10,69.36,71.13,69.11,71.12,34892475
2017-10-11,70.78,71.52,70.23,70.92,22504155
2017-10-12,70.59,71.96,70.53,71.14,20435240
2017-10-13,71.4,71.7,70.74,71.11,17702665
2017-10-16,70.75,70.9,69.43,70.12,26877430
2017-10-17,70.18,71.24,70.01,71.15,16466725
2017-10-18,71.19,72.6,70.83,71.93,24695370
2017-10-19,71.11,71.43,69.64,70.36,25309215
2017-10-20,70.54,70.91,68.87,69.02,24651975
2017-10-23,69.98,69.99,67.25,67.4,28736730
2017-10-24,67.76,68.56,67.23,67.47,22458360
2017-10-25,67.34,67.5,64.71,65.17,42970365
2017-10-26,65.56,66.05,64.64,65.23,25117500
2017-10-27,63.95,64.92,63.33,64.17,34898520
2017-10-30,63.84,64.76,63.45,64.02,21271890
2017-10-31,64.05,66.39,64.04,66.31,28361735
2017-11-01,66.45,66.52,64.05,64.22,42286680
2017-11-02,60.03,61.74,58.53,59.85,98957080
2017-11-03,59.9,61.25,59.03,61.22,44469870
2017-11-06,61.4,61.5,59.8,60.56,32430045
2017-11-07,60.2,61.3,60.01,61.21,26471370
2017-11-08,61.1,61.38,60.26,60.88,23626355
2017-11-09,60.5,60.89,59.26,60.6,27235735
2017-11-10,60.5,61.67,60.37,60.6,23127145
2017-11-13,60.03,63.36,59.82,63.08,37924720
2017-11-14,63.0,63.27,61.38,61.74,28380380
2017-11-15,61.2,62.5,60.3,62.26,29893325
2017-11-16,62.8,63.63,62.26,62.5,29110365
2017-11-17,65.13,65.33,62.63,63.01,68675695
2017-11-20,62.76,63.1,60.95,61.75,41238250
2017-11-21,62.17,63.65,61.74,63.56,36306365
2017-11-22,63.35,63.48,62.37,62.52,24588180
2017-11-24,62.76,63.28,62.2,63.11,16220325
2017-11-27,62.65,63.47,61.9,63.36,22779470
2017-11-28,63.27,64.0,62.78,63.51,24747455
2017-11-29,63.46,63.6,60.25,61.51,43836990
2017-11-30,61.71,62.14,60.91,61.77,21757935
2017-12-01,61.09,62.06,61.01,61.31,21464340
2017-12-04,61.3,61.65,60.12,61.04,29175700
2017-12-05,60.4,61.6,60.2,60.74,23232600
2017-12-06,60.02,62.68,60.0,62.65,35976705
2017-12-07,62.4,63.73,62.21,62.25,23902985
2017-12-08,62.92,63.4,62.25,63.03,17342290
2017-12-11,62.93,65.8,62.75,65.78,39689905
2017-12-12,66.09,68.29,66.01,68.21,43665995
2017-12-13,68.19,68.84,67.3,67.81,31107305
2017-12-14,68.2,69.49,67.38,67.58,28999580
2017-12-15,68.41,68.78,67.15,68.69,34665995
2017-12-18,68.98,69.35,67.52,67.77,27380830
2017-12-19,68.05,68.3,66.06,66.22,34124855
2017-12-20,66.54,66.62,65.01,65.8,29769000
2017-12-21,65.92,66.75,65.44,66.33,21926110
2017-12-22,65.9,66.18,64.96,65.04,21079035
2017-12-26,64.77,64.79,63.32,63.46,21892065
2017-12-27,63.2,63.54,62.15,62.33,23560555
2017-12-28,62.35,63.16,61.91,63.07,21581735
2017-12-29,63.24,63.28,62.0,62.27,18885775
2018-01-02,62.4,64.42,62.2,64.11,21761205
2018-01-03,64.2,65.05,63.11,63.45,22607635
2018-01-04,62.57,63.71,61.14,62.92,49731520
2018-01-05,63.32,63.45,62.4,63.32,22955900
2018-01-08,63.2,67.4,63.1,67.28,49297175
2018-01-09,67.03,67.76,65.48,66.74,35733155
2018-01-10,66.44,67.4,66.0,66.96,21549630
2018-01-11,67.05,68.96,66.65,67.59,33227420
2018-01-12,67.73,68.08,66.73,67.24,24125295
2018-01-16,67.51,69.0,66.96,68.01,32371255
2018-01-17,68.09,69.8,67.95,69.43,35517525
2018-01-18,69.13,70.46,68.75,68.91,28429225
2018-01-19,69.0,70.12,68.52,70.0,24441515
2018-01-22,69.88,71.57,69.84,70.31,31051800
2018-01-23,72.0,72.1,70.2,70.56,27327070
2018-01-24,70.92,70.95,68.7,69.18,26437390
2018-01-25,69.65,69.84,67.28,67.53,33701515
2018-01-26,68.3,68.8,67.14,68.57,22696780
2018-01-29,67.97,70.17,67.66,69.91,23735745
2018-01-30,69.03,69.65,68.43,69.16,23588500
2018-01-31,69.5,71.24,69.04,70.86,31070345
2018-02-01,70.2,71.93,69.73,69.85,20988435
2018-02-02,69.69,70.39,68.1,68.75,18524180
2018-02-05,67.59,68.89,66.6,66.63,22320735
2018-02-06,65.04,67.24,64.7,66.79,25442190
2018-02-07,67.8,69.2,67.13,69.0,34846195
2018-02-08,68.66,69.72,62.92,63.05,51572865
2018-02-09,63.99,64.2,58.95,62.08,64668605
2018-02-12,63.23,63.62,61.25,63.15,31139110
2018-02-13,63.0,64.84,62.5,64.73,22801155
2018-02-14,64.17,65.23,63.7,64.46,19753715
2018-02-15,64.9,66.82,64.48,66.81,29564585
2018-02-16,66.5,68.62,66.33,67.1,28213185
2018-02-20,66.89,68.17,66.3,66.95,20047175
2018-02-21,67.21,67.94,66.63,66.66,16098245
2018-02-22,67.11,69.49,66.95,69.23,34849040
2018-02-23,69.57,71.0,69.42,70.41,29086935
2018-02-26,70.7,71.8,70.47,71.48,21699925
2018-02-27,71.25,72.0,70.0,70.2,23987095
2018-02-28,70.51,71.05,68.44,68.61,30348290
2018-03-01,69.0,69.73,66.01,66.19,34428005
2018-03-02,65.4,67.04,64.59,67.02,25464145
2018-03-05,66.48,67.55,65.86,66.67,19118845
2018-03-06,66.75,67.27,65.41,65.64,21428720
2018-03-07,65.09,66.5,64.35,66.46,25036485
2018-03-08,66.57,66.66,65.25,65.82,17831220
2018-03-09,64.82,65.7,64.47,65.43,27533820
2018-03-12,65.72,69.44,65.3,69.1,41320175
2018-03-13,68.98,69.02,67.25,68.37,29829025
2018-03-14,67.35,67.96,64.79,65.33,39836850
2018-03-15,65.88,66.57,64.22,65.12,32824005
2018-03-16,65.19,65.48,63.81,64.27,30586395
2018-03-19,63.3,64.15,61.93,62.71,37421470
2018-03-20,62.97,63.25,61.75,62.11,23821465
2018-03-21,62.05,64.49,62.04,63.31,29792055
2018-03-22,62.78,63.76,61.64,61.82,24698855
2018-03-23,62.25,62.32,60.09,60.31,33274495
2018-03-26,61.47,61.52,58.27,60.84,41875875
2018-03-27,60.8,60.85,55.44,55.84,69360145
2018-03-28,52.92,53.74,50.42,51.56,105007185
2018-03-29,51.3,54.19,49.64,53.23,75853745
2018-04-02,51.25,52.07,48.92,50.5,80569840
2018-04-03,53.96,54.67,50.9,53.51,94221920
2018-04-04,50.56,57.67,50.4,57.39,99483730
2018-04-05,57.87,61.25,57.64,61.14,95605505
2018-04-06,60.2,61.86,59.1,59.86,67601430
2018-04-09,60.07,61.9,57.84,57.93,51249025
2018-04-10,59.79,61.42,58.74,60.94,55121295
2018-04-11,60.15,61.8,59.93,60.19,37414725
2018-04-12,60.46,60.79,58.74,58.82,38043845
2018-04-13,60.72,60.79,59.2,60.07,36636115
2018-04-16,59.8,59.93,57.8,58.24,31692440
2018-04-17,57.77,58.43,56.5,57.54,35000115
2018-04-18,58.22,60.05,57.63,58.67,32788500
2018-04-19,58.22,60.2,57.71,60.02,30452995
2018-04-20,59.03,60.0,57.95,58.05,28139640
2018-04-23,58.26,58.32,56.47,56.67,24466890
2018-04-24,57.0,57.42,55.69,56.69,28426540
2018-04-25,56.7,57.03,55.45,56.14,20067870
2018-04-26,55.75,57.16,55.3,57.1,21780065
2018-04-27,57.07,58.89,56.77,58.82,21823130
2018-04-30,58.72,59.75,58.5,58.78,21140860
2018-05-01,58.7,60.16,58.64,59.98,23128015
2018-05-02,59.71,61.37,59.56,60.23,44851850
2018-05-03,55.76,57.61,55.05,56.89,86760650
2018-05-04,56.6,59.37,55.9,58.82,42846770
2018-05-07,59.5,61.19,59.03,60.55,43391120
2018-05-08,60.16,61.55,59.8,60.39,29650000
2018-05-09,60.08,61.4,60.01,61.37,28636825
2018-05-10,61.5,62.6,60.82,61.0,28257805
2018-05-11,61.54,61.78,59.82,60.21,23398245
2018-05-14,60.66,60.99,58.32,58.39,36434020
2018-05-15,57.0,57.39,56.1,56.84,47595865
2018-05-16,56.77,57.76,56.31,57.3,28370095
2018-05-17,57.18,57.84,56.79,56.91,22103060
2018-05-18,56.93,56.93,54.8,55.36,36259435
2018-05-21,56.27,58.3,56.26,56.9,45912855
2018-05-22,57.55,57.6,54.68,55.0,44728780
2018-05-23,55.55,55.98,54.8,55.81,29925265
2018-05-24,55.68,56.22,54.98,55.57,20883540
2018-05-25,55.53,55.93,55.12,55.77,19375410
2018-05-29,55.7,57.3,55.23,56.75,28333200
2018-05-30,56.66,59.0,56.32,58.34,37448430
2018-05-31,57.44,58.07,56.59,56.95,29598605
2018-06-01,57.17,58.39,56.77,58.36,27121930
2018-06-04,58.87,59.8,58.71,59.35,23989050
2018-06-05,59.54,59.56,57.35,58.23,29975785
2018-06-06,60.1,64.43,59.5,63.9,93836345
2018-06-07,63.23,66.0,62.72,63.22,71726355
2018-06-08,63.8,64.9,63.43,63.53,41026010
2018-06-11,64.5,66.93,64.5,66.42,65917365
2018-06-12,68.94,70.99,67.6,68.55,111737015
2018-06-13,69.34,69.44,67.96,68.96,47349020
2018-06-14,69.53,71.75,69.32,71.54,54905115
2018-06-15,70.77,72.93,70.25,71.63,54241270
2018-06-18,71.08,74.75,70.9,74.17,60366130
2018-06-19,73.03,74.0,69.25,70.51,63809515
2018-06-20,71.61,72.88,70.4,72.44,41918280
2018-06-21,72.4,73.24,69.25,69.5,39835725
2018-06-22,70.31,70.45,66.4,66.73,51330295
2018-06-25,66.02,67.69,65.5,66.6,34656520
2018-06-26,67.21,68.71,65.16,68.4,37262435
2018-06-27,69.0,70.16,67.9,68.9,41668635
2018-06-28,69.73,71.4,69.22,69.99,41990025
2018-06-29,70.67,70.77,68.48,68.59,32461980
2018-07-02,72.01,72.96,65.97,67.01,93798825
2018-07-03,66.35,66.5,61.94,62.17,61413190
2018-07-05,62.75,62.88,59.24,61.83,87381870
2018-07-06,60.99,62.41,60.4,61.78,44327255
2018-07-09,62.4,63.7,61.6,63.7,37983765
2018-07-10,64.91,65.54,63.84,64.49,47357490
2018-07-11,63.16,64.39,63.01,63.79,24420380
2018-07-12,64.29,64.65,62.55,63.34,28605830
2018-07-13,63.12,63.92,61.85,63.77,29378850
2018-07-16,62.34,63.03,61.25,62.02,39093275
2018-07-17,61.76,64.95,61.7,64.54,34981160
2018-07-18,65.0,65.1,63.25,64.77,28121055
2018-07-19,63.27,64.71,62.8,64.05,29576725
2018-07-20,64.25,64.65,62.34,62.72,25832735
2018-07-23,60.37,61.1,58.57,60.64,54964735
2018-07-24,60.88,61.54,58.51,59.49,47953920
2018-07-25,59.35,61.92,58.9,61.75,35470900
2018-07-26,60.97,62.14,60.73,61.33,23152610
2018-07-27,61.45,61.54,59.07,59.44,28516630
2018-07-30,59.18,59.22,57.23,58.03,34070360
2018-07-31,58.45,59.66,57.81,59.63,25384580
2018-08-01,59.6,60.6,58.6,60.17,50647150
2018-08-02,65.69,70.0,64.63,69.91,116074810
2018-08-03,69.56,71.0,68.51,69.63,68282430
2018-08-06,69.09,71.0,68.36,68.4,42821655
2018-08-07,68.77,77.49,67.83,75.91,154378840
2018-08-08,73.82,76.53,73.42,74.07,122855815
2018-08-09,73.11,73.4,69.15,70.49,85919055
2018-08-10,70.8,72.0,69.2,71.1,57760220
2018-08-13,72.23,72.64,69.8,71.28,52319405
2018-08-14,71.69,71.84,69.42,69.53,34932135
2018-08-15,68.38,68.9,66.43,67.74,45506290
2018-08-16,67.98,68.46,66.76,67.09,30320165
2018-08-17,64.7,65.35,60.71,61.1,94793060
2018-08-20,58.34,61.7,57.64,61.69,87011675
2018-08-21,62.12,64.96,61.8,64.38,65861150
2018-08-22,64.17,64.78,62.93,64.33,29729775
2018-08-23,63.83,65.46,63.62,64.02,25736430
2018-08-24,64.14,64.77,63.88,64.56,18012820
2018-08-27,63.6,64.49,61.76,63.85,65396440
2018-08-28,63.68,63.78,62.24,62.37,38245455
2018-08-29,62.05,62.37,60.74,61.0,37236960
2018-08-30,60.45,60.92,59.54,60.63,36083530
2018-08-31,60.4,61.06,59.72,60.33,26875520
2018-09-04,59.39,59.64,57.6,57.79,41752345
2018-09-05,57.01,57.36,55.44,56.15,38604105
2018-09-06,56.96,58.23,55.78,56.19,37403800
2018-09-07,52.02,53.67,50.45,52.65,112459655
2018-09-10,54.65,57.21,54.2,57.1,71417640
2018-09-11,55.89,56.4,54.71,55.89,45849945
2018-09-12,56.29,58.5,55.73,58.11,50077135
2018-09-13,57.6,59.0,57.04,57.89,31701680
2018-09-14,57.75,59.47,57.3,59.04,33828060
2018-09-17,58.01,60.17,57.63,58.97,34437885
2018-09-18,59.34,60.53,55.1,56.99,82737610
2018-09-19,56.1,60.0,56.1,59.8,41474585
2018-09-20,60.71,61.2,58.67,59.67,36747110
2018-09-21,59.54,60.12,59.07,59.82,25252390
2018-09-24,59.7,60.6,58.72,59.94,24214805
2018-09-25,60.0,60.92,59.3,60.2,22408645
2018-09-26,60.38,62.78,60.22,61.92,39216080
2018-09-27,62.58,62.99,61.38,61.5,42545420
2018-09-28,54.05,55.6,52.11,52.95,168248470
2018-10-01,61.15,62.29,60.21,62.14,108887985
2018-10-02,62.79,63.37,59.83,60.2,58717555
2018-10-03,60.67,60.92,58.31,58.96,39974940
2018-10-04,58.79,58.8,55.53,56.37,49071060
2018-10-05,54.93,54.98,52.0,52.39,89722685
2018-10-08,52.9,53.55,49.8,50.11,67363265
2018-10-09,51.05,53.35,50.66,52.56,60302870
2018-10-10,52.92,53.1,49.55,51.38,64076390
2018-10-11,51.51,52.45,49.81,50.45,40838690
2018-10-12,52.2,52.4,50.4,51.76,36007020
2018-10-15,51.81,52.66,50.91,51.92,30999825
2018-10-16,53.14,55.48,52.45,55.32,47632005
2018-10-17,56.48,56.54,53.16,54.36,43277710
2018-10-18,53.86,54.2,52.6,52.78,27105920
2018-10-19,53.48,53.93,50.7,52.0,46877745
2018-10-22,52.14,52.37,50.52,52.19,28001300
2018-10-23,52.77,59.59,52.42,58.83,95138765
2018-10-24,60.21,60.89,57.15,57.7,100291290
2018-10-25,63.44,64.2,60.2,62.97,104203620
2018-10-26,61.65,67.98,61.33,66.18,137127600
2018-10-29,67.49,69.43,65.3,66.97,72430135
2018-10-30,65.68,67.58,64.45,65.98,45633520
2018-10-31,66.51,68.4,65.82,67.46,38121740
2018-11-01,67.65,69.57,66.94,68.86,40000660
2018-11-02,68.75,69.84,68.18,69.28,39039855
2018-11-05,68.1,68.79,66.03,68.28,39155240
2018-11-06,67.81,69.76,67.22,68.21,33814445
2018-11-07,68.67,70.24,68.16,69.63,36872610
2018-11-08,69.7,71.52,69.69,70.28,35453370
2018-11-09,69.8,70.8,69.05,70.1,25494230
2018-11-12,69.67,69.96,66.07,66.26,34707615
2018-11-13,66.63,68.94,66.44,67.75,27242985
2018-11-14,68.54,69.42,67.43,68.8,25201435
2018-11-15,68.47,69.72,67.81,69.69,23128595
2018-11-16,69.04,71.14,69.02,70.86,36030955
2018-11-19,71.27,73.35,70.58,70.69,48544355
2018-11-20,68.35,69.96,66.71,69.5,40023545
2018-11-21,70.4,70.62,67.48,67.64,23434040
2018-11-23,66.87,67.5,65.11,65.17,21013210
2018-11-26,65.0,69.24,65.0,69.2,39960705
2018-11-27,68.01,69.39,67.1,68.78,31791500
2018-11-28,69.2,69.66,68.44,69.57,20637890
2018-11-29,69.4,69.5,67.91,68.23,15403620
2018-11-30,68.37,70.32,67.65,70.1,28144475
2018-12-03,72.0,73.2,70.4,71.7,41532555
2018-12-04,71.21,73.74,70.4,71.94,42309725
2018-12-06,71.2,73.48,70.15,72.61,39212540
2018-12-07,73.8,75.9,71.53,71.59,57555885
2018-12-10,72.0,73.2,70.62,73.03,33067275
2018-12-11,73.98,74.43,72.05,73.35,31543845
2018-12-12,73.88,74.38,73.03,73.32,25135240
2018-12-13,74.03,75.49,73.35,75.36,36829270
2018-12-14,75.0,75.57,72.87,73.14,31687775
2018-12-17,72.4,73.14,68.78,69.68,38370040
2018-12-18,70.11,70.31,66.74,67.41,35499995
2018-12-19,67.52,69.4,65.95,66.59,41370905
2018-12-20,65.41,66.06,62.37,63.08,45359290
2018-12-21,63.48,64.69,62.49,63.95,40084005
2018-12-24,62.7,62.9,59.04,59.08,27799565
2018-12-26,60.0,65.39,58.82,65.22,40815690
2018-12-27,63.97,64.43,60.3,63.23,42875665
2018-12-28,64.62,67.25,63.68,66.77,49694960
2018-12-31,67.56,67.84,65.05,66.56,31511690
2019-01-02,61.22,63.03,59.76,62.02,58293240
2019-01-03,61.4,61.88,59.48,60.07,34825920
2019-01-04,61.2,63.6,60.55,63.54,36970580
2019-01-07,64.34,67.35,63.55,66.99,37756125
2019-01-08,68.39,68.8,65.4,67.07,35042580
2019-01-09,67.1,68.7,66.29,67.71,27164725
2019-01-10,66.88,69.08,66.36,68.99,30281770
2019-01-11,68.42,69.68,67.75,69.45,25195260
2019-01-14,68.48,68.5,66.8,66.88,26236420
2019-01-15,67.0,69.76,66.9,68.89,30282950
2019-01-16,68.96,70.4,68.7,69.21,23458695
2019-01-17,69.24,70.3,68.83,69.46,18383665
2019-01-18,64.6,65.43,59.95,60.45,120753815
2019-01-22,60.96,61.6,59.1,59.78,60333705
2019-01-23,58.5,58.9,56.34,57.52,62649965
2019-01-24,56.61,58.74,55.86,58.3,40060775
2019-01-25,58.88,59.7,57.91,59.41,36290390
2019-01-28,58.58,59.49,57.55,59.28,32116395
2019-01-29,59.05,59.71,58.36,59.49,23108460
2019-01-30,60.09,61.8,59.7,61.75,56251590
2019-01-31,60.2,62.31,58.8,61.4,62846225
2019-02-01,61.08,63.22,60.7,62.44,36417205
2019-02-04,62.6,63.06,60.38,62.58,36760410
2019-02-05,62.5,64.49,62.45,64.27,33713825
2019-02-06,63.92,64.85,63.12,63.44,25192730
2019-02-07,62.66,62.94,60.6,61.5,32603055
2019-02-08,61.37,61.49,59.7,61.16,29221060
2019-02-11,62.32,63.72,62.1,62.57,35648565
2019-02-12,63.24,63.64,61.92,62.36,27587850
2019-02-13,62.47,62.55,61.11,61.63,25708085
2019-02-14,60.68,61.35,60.2,60.75,26004160
2019-02-15,60.9,61.6,60.78,61.58,19524735
2019-02-19,61.31,62.31,61.09,61.13,20842215
2019-02-20,60.88,61.26,59.8,60.51,35710585
2019-02-21,60.36,60.65,58.1,58.25,44545910
2019-02-22,58.9,59.3,58.42,58.94,28702790
2019-02-25,59.58,60.58,59.4,59.75,33132610
2019-02-26,58.44,60.4,57.75,59.57,42912675
2019-02-27,60.36,63.26,60.11,62.95,55919540
2019-02-28,63.78,64.0,62.16,63.98,52603265
2019-03-01,61.39,61.43,58.38,58.96,114556875
2019-03-04,59.62,59.8,56.56,57.07,85484090
2019-03-05,56.4,56.8,54.02,55.31,93823700
2019-03-06,55.3,56.3,54.88,55.25,51677425
2019-03-07,55.77,56.94,54.85,55.32,47212415
2019-03-08,55.38,57.12,55.18,56.83,44098125
2019-03-11,56.7,58.26,56.1,58.18,36961390
2019-03-12,57.3,57.61,56.21,56.67,37520685
2019-03-13,56.78,58.4,56.54,57.79,34223595
2019-03-14,58.49,59.08,57.66,57.99,35517235
2019-03-15,56.7,56.74,54.88,55.09,73927655
2019-03-18,55.2,55.61,53.46,53.9,51404900
2019-03-19,53.5,54.66,52.69,53.49,59003150
2019-03-20,53.94,54.99,53.26,54.72,34541120
2019-03-21,54.52,55.29,53.69,54.8,29735490
2019-03-22,54.52,54.56,52.8,52.91,43728045
2019-03-25,51.94,52.64,50.89,52.08,51075145
2019-03-26,52.89,54.05,52.89,53.55,36754740
2019-03-27,53.75,55.07,53.64,54.97,43895830
2019-03-28,55.43,56.07,55.02,55.72,33870465
2019-03-29,55.74,56.03,54.9,55.97,29956690
2019-04-01,56.52,57.84,56.26,57.84,40552195
2019-04-02,57.66,57.89,56.78,57.18,27394700
2019-04-03,57.46,59.23,57.43,58.36,39649320
2019-04-04,52.38,54.24,52.12,53.56,118603645
2019-04-05,53.97,55.22,53.22,54.99,65191285
2019-04-08,55.54,56.23,54.09,54.64,52052180
2019-04-09,54.33,55.0,53.92,54.46,29520155
2019-04-10,55.35,55.68,54.58,55.21,35306570
2019-04-11,53.66,54.1,53.12,53.68,49179635
2019-04-12,54.04,54.39,53.37,53.54,33729870
2019-04-15,53.73,53.78,51.73,53.28,50192895
2019-04-16,53.15,55.0,52.94,54.67,36364650
2019-04-17,54.95,54.96,53.71,54.25,25632340
2019-04-18,54.25,54.97,53.95,54.65,29381625
2019-04-22,53.8,53.94,52.5,52.55,60735705
2019-04-23,52.03,53.12,51.15,52.78,54719295
2019-04-24,52.77,53.06,51.6,51.73,53637270
2019-04-25,51.0,51.8,49.21,49.53,109246965
2019-04-26,49.3,49.34,46.23,47.03,111803545
2019-04-29,47.17,48.8,46.43,48.29,83572380
2019-04-30,48.41,48.84,47.4,47.74,47323140
2019-05-01,47.77,48.0,46.3,46.8,53521770
2019-05-02,49.1,49.43,47.54,48.82,90796695
2019-05-03,48.77,51.32,48.7,51.01,118533855
2019-05-06,50.0,51.67,49.7,51.07,54169715
2019-05-07,51.36,51.44,49.02,49.41,50657040
2019-05-08,49.39,50.12,48.84,48.97,30882200
2019-05-09,48.4,48.74,47.39,48.4,33556910
2019-05-10,47.95,48.4,47.2,47.9,35041680
2019-05-13,46.4,46.49,44.9,45.4,54173980
2019-05-14,45.86,46.9,45.6,46.46,36262060
2019-05-15,45.86,46.49,45.05,46.39,36479880
2019-05-16,45.9,46.2,45.3,45.67,37416365
2019-05-17,44.39,44.45,41.78,42.21,88933330
2019-05-20,40.56,41.2,39.05,41.07,102630975
2019-05-21,39.55,41.48,39.21,41.02,90019495
2019-05-22,39.82,40.79,38.36,38.55,93425935
2019-05-23,38.87,39.89,37.24,39.1,132735710
2019-05-24,39.97,40.0,37.75,38.13,70682860
2019-05-28,38.24,39.0,37.57,37.74,51564505
2019-05-29,37.42,38.48,37.01,37.97,59843190
2019-05-30,37.75,38.45,37.4,37.64,39632375
2019-05-31,37.02,37.98,36.82,37.03,52033660
2019-06-03,37.1,37.34,35.4,35.79,65322050
2019-06-04,36.22,38.8,35.92,38.72,69037610
2019-06-05,39.74,40.26,38.37,39.32,67553780
2019-06-06,40.89,42.2,40.36,41.19,101210755
2019-06-07,41.0,42.17,40.7,40.9,80017635
2019-06-10,42.05,43.39,41.8,42.58,52925195
2019-06-11,43.83,44.18,42.7,43.42,58267685
2019-06-12,44.59,44.68,41.8,41.85,75987720
2019-06-13,42.08,42.98,41.5,42.78,40841300
2019-06-14,42.25,43.33,42.08,42.98,37167010
2019-06-17,43.1,45.4,42.85,45.01,61584015
2019-06-18,45.74,46.95,44.51,44.95,63578940
2019-06-19,45.02,45.55,44.21,45.29,32875675
2019-06-20,44.6,45.38,43.27,43.92,59317310
2019-06-21,43.24,44.44,43.1,44.37,41010390
2019-06-24,44.65,45.17,44.2,44.73,28753855
2019-06-25,44.88,45.07,43.9,43.95,30910355
2019-06-26,44.06,45.45,43.62,43.85,42536040
2019-06-27,43.89,44.58,43.47,44.57,31698550
2019-06-28,44.2,45.03,44.16,44.69,34256920
2019-07-01,46.04,46.62,45.26,45.43,41189820
2019-07-02,45.78,45.83,44.44,44.91,46295135
2019-07-03,47.88,48.31,46.9,46.98,71005740
2019-07-05,46.91,47.09,46.16,46.62,35328690
2019-07-08,46.25,46.45,45.73,46.07,29402710
2019-07-09,45.79,46.2,45.46,46.01,30954175
2019-07-10,46.83,47.79,46.63,47.78,45728680
2019-07-11,47.63,48.3,47.16,47.72,37572150
2019-07-12,47.95,49.08,47.94,49.02,46002605
2019-07-15,49.6,50.88,48.97,50.7,55000460
2019-07-16,49.86,50.71,49.59,50.48,40744945
2019-07-17,51.13,51.66,50.67,50.97,48823635
2019-07-18,51.01,51.15,50.38,50.71,23822415
2019-07-19,51.14,51.99,50.92,51.64,35242050
2019-07-22,51.75,52.43,50.84,51.14,34231365
2019-07-23,51.34,52.1,50.9,52.03,25115605
2019-07-24,51.83,53.21,51.63,52.98,55364175
2019-07-25,46.7,46.9,45.11,45.76,112091260
2019-07-26,45.38,46.05,44.45,45.61,50138485
2019-07-29,45.42,47.19,45.21,47.15,46366655
2019-07-30,46.58,48.67,46.44,48.45,40545070
2019-07-31,48.6,49.34,47.33,48.32,45891040
2019-08-01,48.53,48.9,46.35,46.77,41297580
2019-08-02,46.27,47.25,45.85,46.87,30682405
2019-08-05,45.92,46.27,45.16,45.66,35141395
2019-08-06,46.38,46.5,45.15,46.15,27821000
2019-08-07,45.3,46.71,45.16,46.68,23882500
2019-08-08,46.89,47.96,46.53,47.66,26371745
2019-08-09,47.21,47.79,46.76,47.0,19491220
2019-08-12,46.6,47.15,45.75,45.8,23319685
2019-08-13,45.76,47.2,45.51,47.0,24344990
2019-08-14,46.24,46.3,43.34,43.92,47812955
2019-08-15,44.17,44.31,42.31,43.13,41159760
2019-08-16,43.33,44.45,43.2,43.99,26036880
2019-08-19,44.84,45.57,44.34,45.37,26558740
2019-08-20,45.52,45.82,44.91,45.17,20852635
2019-08-21,44.4,44.64,43.52,44.17,38998720
2019-08-22,44.56,45.08,43.64,44.43,32824820
2019-08-23,43.99,44.23,42.2,42.28,42798520
2019-08-26,42.72,43.0,42.31,43.0,25272070
2019-08-27,43.15,43.76,42.41,42.82,27103635
2019-08-28,42.74,43.45,42.46,43.12,16193125
2019-08-29,43.8,44.68,43.6,44.34,25915520
2019-08-30,45.83,46.49,44.84,45.12,46638875
2019-09-03,44.82,45.79,44.63,45.0,26802730
2019-09-04,45.38,45.69,43.84,44.14,28843480
2019-09-05,44.5,45.96,44.17,45.92,37016610
2019-09-06,45.44,45.93,45.03,45.49,20946860
2019-09-09,46.0,46.75,45.85,46.36,24013345
2019-09-10,46.16,47.11,45.79,47.11,24418570
2019-09-11,47.48,49.63,47.2,49.42,50213885
2019-09-12,49.54,50.7,48.88,49.17,42906050
2019-09-13,49.39,49.69,48.97,49.04,26565725
2019-09-16,49.2,49.49,48.23,48.56,23640480
2019-09-17,48.49,49.12,48.07,48.96,19734545
2019-09-18,49.0,49.63,48.47,48.7,21140515
2019-09-19,49.2,49.59,48.97,49.32,24415675
2019-09-20,49.3,49.39,47.63,48.12,32531320
2019-09-23,48.0,49.04,47.84,48.25,21958150
2019-09-24,48.3,48.4,44.52,44.64,64705560
2019-09-25,44.91,45.8,43.67,45.74,47221430
2019-09-26,46.13,48.66,45.48,48.51,60393925
2019-09-27,48.44,49.74,47.75,48.43,55615895
2019-09-30,48.6,48.8,47.22,48.17,29730805
2019-10-01,48.3,49.19,47.83,48.94,30981450
2019-10-02,48.66,48.93,47.89,48.63,31282740
2019-10-03,46.37,46.9,44.86,46.61,75688815
2019-10-04,46.32,46.96,45.61,46.29,40105900
2019-10-07,45.96,47.71,45.71,47.54,40434785
2019-10-08,47.17,48.79,46.9,48.01,43511690
2019-10-09,48.26,49.46,48.13,48.91,34675165
2019-10-10,49.06,49.86,48.32,48.95,31567085
2019-10-11,49.43,50.22,49.36,49.58,42440795
2019-10-14,49.58,51.71,49.43,51.39,51134315
2019-10-15,51.54,52.0,50.82,51.58,32397280
2019-10-16,51.48,52.42,51.38,51.95,33521515
2019-10-17,52.5,52.96,52.03,52.39,23895215
2019-10-18,52.14,52.56,51.02,51.39,28768330
2019-10-21,51.67,51.9,50.04,50.7,25540505
2019-10-22,50.86,51.67,50.17,51.12,23125475
2019-10-23,50.9,51.23,50.27,50.94,56080910
2019-10-24,59.67,60.99,57.84,59.94,149096155
2019-10-25,59.54,66.0,59.22,65.63,150030455
2019-10-28,65.51,68.17,64.52,65.54,94351430
